,actor1,actor2,admin1,admin2,admin3,assoc_actor_1,assoc_actor_2,country,data_id,event_date,event_id_cnty,event_id_no_cnty,event_type,fatalities,geo_precision,inter1,inter2,interaction,iso,iso3,latitude,location,longitude,notes,region,source,source_scale,sub_event_type,time_precision,timestamp,year
110,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6081414,2017-11-13,SYR28701,28701,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3411,Basufan,36.8736,Turkish military forces shelled YPG positions in the village of Basufan in Afrin district. No information about casualties.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164584,2017
111,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Jinderes,,,Syria,6078633,2017-11-08,SYR28652,28652,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.3950,Jinderes,36.6889,Turkish artillery targeted YPG Positions in Jinderes in Aleppo governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164580,2017
112,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Jarablus,Jarablus,,,Syria,6082792,2017-11-07,SYR28624,28624,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.8145,Jarablus,38.0099,Turkish artillery in Jarablus area hit YPG positions near Shekler/Sheykh Fawqani in Aleppo governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164585,2017
113,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6037478,2017-11-05,SYR15676,15676,Battles,1,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Gunshots were heard in the Afrin area, believed to be caused by exchange of targeting between YPG fighters in Afrin and Turkish forces positioned in the area. One YPG fighter was reported killed.",Middle East,Liveuamap; SOHR,Local partner-New media,Armed clash,1,1571164388,2017
114,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6075332,2017-10-27,SYR28514,28514,Battles,0,1,8,2,28,760,SYR,36.3536,Iskan,36.8067,Turkish military forces attacked YPG positions in the village of Iskan on the Turkish border. No information about casualties reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164569,2017
115,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,6079003,2017-10-13,SYR28346,28346,Strategic developments,0,2,2,8,28,760,SYR,36.5111,Afrin,36.8655,YPG downed a Turkish drone in Afrin area of Aleppo over Mount Gir in Beke village. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Disrupted weapons use,1,1571164581,2017
116,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6080673,2017-10-09,SYR28293,28293,Battles,0,1,2,8,28,760,SYR,36.6978,Tell Abiad,38.9548,YPG fighters clashed with Turkish military forces as the former tried to cross into Turkey. No information about casualties provided.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164583,2017
117,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,YPG: Peoples Protection Units,,Syria,6078862,2017-09-25,SYR27896,27896,Battles,0,3,8,2,28,760,SYR,36.8494,Ras Al Ain,40.0747,Four suspected YPG members were detained by Turkish border guards while attempting to illegally cross into Turkey from northern Syria. Neither injuries nor fatalities were reported. Suspected location Al-Hasakeh.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164580,2017
118,YPG: Peoples Protection Units,YPG: Peoples Protection Units,Al-Hasakeh,Al-Hasakeh,Shadadah,,,Syria,6075528,2017-09-06,SYR27520,27520,Battles,0,1,2,2,22,760,SYR,36.0534,Shadadah,40.7268,YPG arrested several of its fighters on charges of smuggling refugees from Al-Sadd camp in Shadadi in the countryside of Al-Hasakeh. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164569,2017
119,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6080796,2017-08-01,SYR26988,26988,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Turkish military forces shelled Kurdish positions, likley YPG, in Afrin using heavy artillery. Neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164583,2017
120,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,6081937,2017-07-17,SYR26776,26776,Battles,0,2,2,8,28,760,SYR,36.5111,Afrin,36.8655,YPG fought the Turkish military in Shahbah of eastern Afrin. No losses reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164584,2017
121,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,Tall Refaat,,,Syria,6082771,2017-07-11,SYR26714,26714,Battles,0,1,8,2,28,760,SYR,36.4793,Sheikh Isa,37.1467,Turkish military forces fought YPG in Sheikh Issa. No deaths reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164585,2017
122,YPG: Peoples Protection Units,Mutiny of YPG: Peoples Protection Units,Al-Hasakeh,Al-Hasakeh,Tal Tamer,,,Syria,5843643,2017-05-10,SYR36426,36426,Battles,4,2,2,2,22,760,SYR,36.6534,Tal Tamer,40.3718,Clashes broke in Kherbet She'eer near Tell Temer in Alhassakeh between YPG and a defector from YPG. The defector along with 3 YPG fighters were killed in the clashes.,Middle East,SHAM,National,Armed clash,1,1567462249,2017
123,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6074724,2017-05-09,SYR25573,25573,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5435,Al-Malikeyyeh,36.9904,Turkish warplanes targeted YPG positions in Derek (Al-Malikiyah) of Al-Hasakeh governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164568,2017
124,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6077925,2017-05-05,SYR25523,25523,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5247,Menagh,37.0480,Turkish Army shelled YPG positions in Minag village of Aleppo governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164573,2017
125,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,A'zaz,A'zaz,,,Syria,6075409,2017-05-05,SYR25522,25522,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.5511,Maraanaz,37.0187,Turkish Army shelled YPG positions in Maranaz village of Aleppo governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164569,2017
126,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Jebel Saman,Daret Azza,,,Syria,6078866,2017-05-04,SYR25503,25503,Strategic developments,0,1,2,8,28,760,SYR,36.2850,Daret Azza,36.8511,"YPG downed a Turkish reconnaissance plane flying over Afrin of Aleppo, and the plane fell in Bara village of Daret Aze town of Aleppo. Neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Disrupted weapons use,1,1571164580,2017
127,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6078536,2017-05-01,SYR25428,25428,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,Turkish armed forces shelled YPG positions in Afrin area of Aleppo governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164574,2017
128,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Quamishli,Amuda,,,Syria,5841053,2017-04-28,SYR39892,39892,Explosions/Remote violence,0,1,8,2,28,760,SYR,37.1026,Amuda,40.9313,Turkish artillery targeted a YPG police station in Amouda in Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2017
129,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Quamishli,Amuda,,,Syria,5840733,2017-04-28,SYR39893,39893,Explosions/Remote violence,0,2,8,2,28,760,SYR,37.1026,Amuda,40.9313,Turkish artillery targeted YPG positions in the town of Khsheifeh in Amouda's countryside in Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2017
130,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Quamishli,Amuda,,,Syria,5840835,2017-04-28,SYR39894,39894,Explosions/Remote violence,0,2,8,2,28,760,SYR,37.1026,Amuda,40.9313,Turkish artillery targeted YPG positions in the town of Khaarzeh in Amouda's countryside in Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2017
131,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Quamishli,Amuda,,,Syria,5840344,2017-04-28,SYR39895,39895,Explosions/Remote violence,0,2,8,2,28,760,SYR,37.1026,Amuda,40.9313,Turkish artillery targeted YPG positions in the town of Hamdouneh in Amouda's countryside in Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462244,2017
132,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5842137,2017-04-28,SYR36248,36248,Battles,0,2,8,2,28,760,SYR,36.8494,Ras Al Ain,40.0747,Clashes between Turkish and YPG forces broke near Ra'as Alain in the northern countryside of Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Armed clash,1,1567462247,2017
133,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,5842183,2017-04-27,SYR39882,39882,Explosions/Remote violence,0,2,8,2,28,760,SYR,36.8493,Ras Al Ain,40.0747,Turkish Army shelled YPG forces near Raas Alain in Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462247,2017
134,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Darbasiyah,,,Syria,5840095,2017-04-27,SYR36220,36220,Battles,0,2,8,2,28,760,SYR,37.0700,Darbasiyah,40.6540,Clashes between the Turkish army and YPG forces near Jattal village in Alderbasyeh in Alhassakeh. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Armed clash,1,1567462244,2017
135,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,5866269,2017-04-27,SYR6281,6281,Battles,0,2,2,8,28,760,SYR,36.5111,Afrin,36.8655,"YPG forces targeted Turkish soldiers at ""Shih"" near Afrin, and exchanged shelling. There no reported fatalities.",Middle East,SOHR,Other,Armed clash,1,1567462278,2017
136,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Raju,,,Syria,5860807,2017-04-27,SYR6329,6329,Battles,0,1,2,8,28,760,SYR,36.6770,Raju,36.6645,YPG forces clashed with Turkish soldiers at Raju in Aleppo province. There were no reported fatalities.,Middle East,SOHR,Other,Armed clash,1,1567462271,2017
137,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,6080730,2017-04-27,SYR25323,25323,Explosions/Remote violence,22,2,2,8,28,760,SYR,36.8494,Ras Al Ain,40.0747,"YPG destroyed, possibly by shelling or missile strikes, nine tanks and five military points of the Turkish Army killing 22 soldiers in northern Syria. Suspected location Al-Hasakah.",Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164583,2017
138,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Ras Al Ain,,,Syria,6080978,2017-04-27,SYR25355,25355,Explosions/Remote violence,0,1,8,2,28,760,SYR,36.8240,Tell Halaf,40.0384,Turkish Army targeted with tanks and howitzers YPG positions in Tel Halaf west of Ras Al-Ain in Al-Hasakah governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164583,2017
139,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Aleppo,Afrin,Afrin,,,Syria,6079524,2017-04-27,SYR25322,25322,Battles,0,2,8,2,28,760,SYR,36.5111,Afrin,36.8655,"Turkish Army attacked Afrin canton bombarding Mullah Khalil and Ceqela Jorin in Shia district, and the YPG responded to the attack. Neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164581,2017
140,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,,,Syria,6082220,2017-04-27,SYR25326,25326,Explosions/Remote violence,0,2,8,2,28,760,SYR,35.9428,Ar-Raqqa,39.0519,Turkish Army targeted with tanks and howitzers YPG positions in Aluk Al-Gharbi east of Tal Abyad in Ar-Raqqa governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Shelling/artillery/missile attack,1,1571164585,2017
141,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Ar-Raqqa,Tell Abiad,Tell Abiad,,,Syria,6081199,2017-04-27,SYR25354,25354,Battles,0,1,8,2,28,760,SYR,36.6978,Tell Abiad,38.9548,"Turkish Army bombarded YPG units in Tal Abyad in Ar-Raqqa governorate with howitzers. YPG fighters returned fire, hitting a Turkish Army tank with an ATGM near Tal Abyad. Neither injuries nor fatalities were reported.",Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164583,2017
142,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Darbasiyah,,,Syria,5840970,2017-04-26,SYR39873,39873,Battles,0,2,8,2,28,760,SYR,37.0700,Darbasiyah,40.6540,An exchange of fire between the Turkish Army and YPG forces took place near Jattal village near Aldirbasyeh and in Ala'rada village in Raas Alain countryside. Neither injuries nor fatalities reported.,Middle East,SHAM,National,Armed clash,1,1567462245,2017
143,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,YPJ: Women's Protection Units,,Syria,6079773,2017-04-26,SYR25277,25277,Battles,0,2,2,8,28,760,SYR,36.5054,Al-Hasakeh,40.7429,Clashes took place between YPG and YPJ and Turkish Army as YPG and YPJ targeted a Turkish tank that tried to cross to Syria in Al-Hasakahh governorate. Neither injuries nor fatalities were reported.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164582,2017
144,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Darbasiyah,,YPJ: Women's Protection Units,Syria,6082211,2017-04-26,SYR25289,25289,Battles,13,1,8,2,28,760,SYR,37.0700,Darbasiyah,40.6540,3 Turkish soldiers were killed and 5 others were wounded during clashes with YPG forces in Dirbasiyah borders in Al-Hasak governorate. A number of YPG members were also killed during the clashes.,Middle East,Liveuamap,Local partner-New media,Armed clash,1,1571164585,2017
145,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Ras Al Ain,Darbasiyah,,,Syria,5841094,2017-04-26,SYR39874,39874,Explosions/Remote violence,10,1,8,2,28,760,SYR,37.0700,Darbasiyah,40.6540,"The Turkish army targeted YPG forces in Alderbasyeh, leading to fatalities. Unknown number of fatalities coded as 10.",Middle East,SHAM,National,Shelling/artillery/missile attack,1,1567462245,2017
146,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,5840109,2017-04-25,SYR39864,39864,Explosions/Remote violence,10,1,8,2,28,760,SYR,37.0667,Qarrah Chouk Mountains,42.1578,"Turkish warplanes raided YPG headquarters in Jabal Qarjokh near Almalkyeh (deirek), leading to deaths and injuries. Unknown number of fatalities coded as 10.",Middle East,SHAM,National,Air/drone strike,1,1567462244,2017
147,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Hasakeh,Al-Hasakeh,,,Syria,6080841,2017-04-25,SYR25239,25239,Explosions/Remote violence,20,3,8,2,28,760,SYR,36.5054,Al-Hasakeh,40.7429,"Turkish warplanes killed 20 YPG fighters and injured 18, among which three are in a critical condition in Al-Hasakah governorate.",Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164583,2017
148,Military Forces of Turkey (2016-),YPG: Peoples Protection Units,Al-Hasakeh,Al-Malikeyyeh,Al-Malikeyyeh,,,Syria,6079026,2017-04-25,SYR25240,25240,Explosions/Remote violence,18,1,8,2,28,760,SYR,37.1745,Al-Malikeyyeh,42.1403,"Turkish airstrikes killed 18 of YPG affiliates in Derek, north-eastern Syria.",Middle East,Liveuamap,Local partner-New media,Air/drone strike,1,1571164581,2017
149,YPG: Peoples Protection Units,Military Forces of Turkey (2016-),Aleppo,Afrin,Afrin,,,Syria,5863632,2017-03-24,SYR4583,4583,Battles,0,2,2,8,28,760,SYR,36.5111,Afrin,36.8655,YPG fighters clashed with Turkish military forces in the Jabal Gher area of Afrin near the Turkish border.,Middle East,SOHR,Other,Armed clash,1,1567462274,2017
