,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
128,5862648,2018-03-27,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,Mare',Maratet Um Hosh,36.4109,37.2118,SOHR,Turkish warplanes struck YPG positions in the village of Um Hosh. No injuries or fatalities were reported.,0,1567462273
129,6076505,2018-03-26,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,Weapons seizure: Turkish forces discovered a YPG IED workshop during security sweeps of the Afrin region.,0,1571164570
130,5841484,2018-03-25,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Tell Halaf,36.8240,40.0384,SHAM,Turkish army forces targeted a YPG vehicle near the village of Tell Halaf with heavy machine gun artillery. No injuries or fatalities were reported.,0,1567462246
131,6076780,2018-03-25,Battles,Armed clash,Operation Olive Branch,,Operation Olive Branch,,Aleppo,A'zaz,A'zaz,Azaz,36.5849,37.0432,Liveuamap,"Turkish-backed factions clashed violently in the Azaz area of northern Aleppo where clashes were reported by some to be related to action targeting the rebels leaders who were involved in the uprising against Turkish operations to take Tal Refaat. There were reports of dozens of murders, injuries, and prisoners being taken. Unknown number of fatalities coded to 6.",6,1571164570
132,6079420,2018-03-23,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Barjaka,36.3229,36.8926,Liveuamap,The fighters of the Olive Branch Operation controlled Barjaka village after clashes with YPG. Neither injuries nor fatalities were reported.,0,1571164581
133,6081158,2018-03-23,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Fafertin,36.3206,36.9061,Liveuamap,The fighters of the Olive Branch Operation controlled Fafertin village after clashes with YPG. Neither injuries nor fatalities were reported.,0,1571164583
134,6080510,2018-03-23,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Kabashin,36.3323,36.9175,Liveuamap,The fighters of the Olive Branch Operation controlled Kabashin village after clashes with YPG. Neither injuries nor fatalities were reported.,0,1571164583
135,6079654,2018-03-22,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Burj Haydar,36.3430,36.9029,Liveuamap,"JSH Olive Branch forces, took control of Burj Haydar town in northwest Aleppo after clashes with YPG. No fatalities reported.",0,1571164581
136,6079289,2018-03-22,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Basufan,36.3411,36.8736,Liveuamap,"Olive Branch forces took control of Basufan town to the west of regime-held Nabul in northern Aleppo, likely following clashes with YPG forces. No fatalities reported.",0,1571164581
137,6078685,2018-03-22,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Kafr Nabu,36.3606,36.9071,Liveuamap,"Olive Branch forces took control of Kafr Nabu town to the west of regime-held Nabul in northern Aleppo, likely following clashes with YPG forces. No fatalities reported.",0,1571164580
138,6077960,2018-03-22,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Ba'ay,36.3588,36.8663,Liveuamap,"JSH Olive Branch forces took control of Ba'ay town to the west of regime-held Nabul in northern Aleppo, after clashes with YPG forces. No fatalities reported.",0,1571164573
139,6079164,2018-03-22,Battles,Armed clash,Operation Olive Branch,Al Sham Corps,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Basufan,36.3411,36.8736,Liveuamap,"Sham Corps fighters spearheaded Olive Branch forces' push to take control of Jabal Simeon in the Basufan area from YPG forces, seizing one YPG truck. No fatalities reported.",0,1571164581
140,6040811,2018-03-21,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army; Hamza Brigade; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,Popular Committees; Militia (Pro-Government),Aleppo,Afrin,Afrin,Kimar,36.4233,36.8959,Liveuamap; SOHR,"Turkish forces and rebel and Islamist JSH Olive Branch factions, including Hamza Brigade, took control of Kimar village in northern Aleppo following clashes and exchange of shelling with YPG and pro-regime militias, including Popular Committees, from the towns of Nabul and Zahra. YPG and Pro-regime militias continued to bombard the town with rockets and at least 1 ATGM following the Turkish and Olive Branch takeover. Turkish and allied advances in Kimar and Barad villages brought them around 5 km from the regime-held towns of Nabul and Zahra and also resulted in fatalities on both sides. The unknown number of fatalities are coded as 10 and split between Kimar and Barad.",5,1571164392
141,6040801,2018-03-21,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army; Hamza Brigade; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,Popular Committees; Militia (Pro-Government),Aleppo,Afrin,Afrin,Barad,36.3849,36.8981,SOHR; Liveuamap,"Turkish forces and rebel and Islamist JSH Olive Branch factions, including Hamza Brigade, took control of Barad village, including its Saint Maron Shrine, in northern Aleppo following clashes and exchange of shelling with YPG and pro-regime militias, including Popular Committees, from the towns of Nabul and Zahra. Turkish and allied advances in Kimar and Barad villages brought them around 5 km from the regime-held towns of Nabul and Zahra and also resulted in fatalities on both sides. The unknown number of fatalities are coded as 10 and split between Kimar and Barad.",5,1571164392
142,6075968,2018-03-21,Strategic developments,Disrupted weapons use,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,Defusal: Olive Branch forces in newly-captured Afrin city dismantled a large number of YPG IEDs intended for use against Olive Branch forces in the city.,0,1571164569
143,6080200,2018-03-20,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Ain Dara,36.4646,36.8659,Liveuamap,Operation Olive Branch forces captured Ain Dara from YPG fighters. No injuries or fatalities were reported.,0,1571164582
144,6082223,2018-03-20,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Ain Dara,36.4646,36.8659,Liveuamap,Operation Olive Branch forces captured Qadi Rayhalan and Kirzilah which are in the vicinity of Ain Dara from QSD/YPG fighters. No injuries or fatalities were reported.,0,1571164585
145,6080205,2018-03-20,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,"Operation Olive Branch forces captured Kufayr, Burc Abdullah, and Jabal al-Ahlam in the vicinity of Afrin from YPG fighters. No injuries or fatalities were reported.",0,1571164582
146,5839947,2018-03-19,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Ras Al Ain,Ras Al Ain,Tell Halaf,36.8240,40.0384,SHAM,"Turkish forces targeted a YPG checkpoint in Tell Halaf with heavy machine gun artillery fire, killing two YPG fighters.",2,1567462244
147,6079295,2018-03-19,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap,"YPG forces destroyed a Turkish vehicle carrying ammunition in Bulbul district, destroying it under unknown circumstances. No injuries or fatalities reported.",0,1571164581
148,6079299,2018-03-19,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Al Bab,Al Bab,Shaalah,36.3711,37.3977,Liveuamap,"JSH Operation Olive Branch forces took control of the village of Shaalah, likely from YPG forces. No injuries or fatalities were reported.",0,1571164581
149,6078216,2018-03-19,Battles,Armed clash,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,A'zaz,Tall Refaat,Tall Refaat,36.4726,37.0941,Liveuamap,Turkish-backed Operation Olive Branch rebel and Islamist factions reportedly launched an operation towards Tell Refaat in an attempt to take the area from from YPG forces. No injuries or fatalities were reported.,0,1571164574
150,6040763,2018-03-19,Explosions/Remote violence,Remote explosive/landmine/IED,YPG: Peoples Protection Units,,Operation Olive Branch,Civilians (Syria); Journalists (Syria),Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,SNHR; Liveuamap,"An explosion of landmine previously planted by the YPG occurred in Afrin city which killed between 1 to 7 civilians, 1 journalist and 3 Operation Olive Branch soldiers. Total fatalities coded as 5.",5,1571164392
151,6040760,2018-03-18,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Ma'btali,Ma'btali,36.5633,36.7368,Liveuamap; SOHR,"Turkish forces, supported by Turkish air cover, took control of the city of Ma'btali from QSD/YPG forces. No injuries or fatalities were reported.",0,1571164392
152,5849316,2018-03-18,Battles,Armed clash,Operation Olive Branch,,Operation Olive Branch,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,SOHR,Operation Olive Branch units reportedly fought with one another during looting of towns and villages in and around Afrin city. No injuries or fatalities were reported.,0,1567462256
153,6078480,2018-03-18,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,Operation Olive Branch,,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap,"YPG forces fired an ATGM at an Operation Olive Branch vehicle in the Bulbul district, destroying it. No injuries or fatalities were reported .",0,1571164574
154,6076324,2018-03-18,Strategic developments,Disrupted weapons use,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,Weapons seizure: Operation Olive Branch forces captured a sizeable underground weapons storehouse from YPG fighters after capturing the city of Afrin.,0,1571164570
155,6077050,2018-03-18,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Sheikh Khoraz,36.7335,36.8891,Liveuamap,Operation Olive Branch Free Syrian Army forces captured the village of Kamrouk in the Sheikh Khoraz countryside from YPG fighters. No injuries or fatalities were reported.,0,1571164571
156,6075608,2018-03-18,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Ma'btali,Ma'btali,36.5633,36.7368,Liveuamap,Operation Olive Branch Free Syrian Army forces captured the villages of Walad al-Arab and Khalil Oshagi in the Ma'btali district from YPG fighters. No injuries or fatalities were reported.,0,1571164569
157,6075016,2018-03-18,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Hajj Hasanli,36.4842,36.6532,Liveuamap,"Operation Olive Branch Free Syrian Army forces captured the village of Hajj Hasanli and its ""camp"" from YPG fighters. Six YPG fighters were reported killed during the clashes.",6,1571164568
158,6074693,2018-03-18,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,"Operation Olive Branch Free Syrian Army forces captured the villages of Kokhi, Silo, and Qantara in the Afrin sub-district and the road from Afrin to Raju from YPG fighters. No injuries or fatalities were reported.",0,1571164568
159,6080060,2018-03-16,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Ar-Raqqa,Tell Abiad,Tell Abiad,Tell Abiad,36.6978,38.9548,Liveuamap,"Turkish warplanes struck a YPG position south of Tell Abiad, destroying equipment. No injuries or fatalities reported.",0,1571164582
160,5840510,2018-03-16,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Al-Hasakeh,Quamishli,Quamishli,Quamishli,37.0447,41.2262,SHAM,A Turkish military sniper shot and killed a YPG fighter in the village of Qahtaniyah which is northeast of Quamishli city.,1,1567462245
161,5866768,2018-03-15,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"On 18 September 2018, the bodies of 11 YPG fighters and civilians were found in the Jandairis area of Afrin sub-district. The individuals were killed in clashes in March of the same year with Turkish and Operation Olive Branch fighters.",11,1567462278
162,6080827,2018-03-14,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Yabseh,36.6867,36.8344,Liveuamap,The fighters of the Olive Branch operation controlled Yabseh village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164583
163,5868533,2018-03-14,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,SOHR,"The Turkish army supported by the rebel and Islamic Olive Branch factions clashed with the YPG in the vicinity of Afrin city in the northern countryside of Aleppo, in which the clashes were accompanied by Turkish shelling on the area of clashes. Neither injuries nor fatalities were reported.",0,1567462280
164,6077429,2018-03-14,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Tall Gazi,36.5092,36.7686,Liveuamap,JSH fighters of the Olive Branch operation controlled Tall Gazi village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164571
165,6074558,2018-03-14,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Marata,36.5004,36.8006,Liveuamap,The fighters of the Olive Branch operation controlled Marata village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164567
166,6075038,2018-03-14,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Koran Jandris,36.4396,36.6734,Liveuamap,The fighters of the Olive Branch operation controlled Koran Jandris village and its surrounding in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164568
167,6074673,2018-03-14,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Hulilu,36.5236,36.8036,Liveuamap,The fighters of the Olive Branch operation controlled Nireh village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164568
168,6081745,2018-03-14,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Upper Kafardali,36.5003,36.7650,Liveuamap,JSH fighters of the Olive Branch operation controlled Upper Kafardali village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164584
169,5848394,2018-03-14,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"The Turkish army supported by the rebel and Islamic Olive Branch factions clashed with the YPG in the vicinity of Jandairis town in the northern countryside of Aleppo, where the Turkish army and the rebel factions managed to advance and control several areas. Neither injuries nor fatalities were reported.",0,1567462254
170,6079126,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Al Fushah,36.4801,36.7603,Liveuamap,The fighters of the Olive Branch Operation controlled Gewrika village in the northern countryside of Aleppo after clashes with YPG. No fatalities reported.,0,1571164581
171,6082044,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Deir Meshmesh,36.4634,36.9172,Liveuamap,The fighters of the Olive Branch operation controlled Deir Meshmesh village and its surrounding in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164584
172,6082454,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Lower Kafardali,36.4773,36.7786,Liveuamap,The fighters of the Olive Branch Operation controlled Lower Kafardali village in the northern countryside of Aleppo after clashes with YPG. No fatalities reported.,0,1571164585
173,6082674,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Jubbali,36.4779,36.9318,Liveuamap,The fighters of the Olive Branch operation controlled Zuraikat village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164585
174,6077692,2018-03-13,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Basufan,36.3411,36.8736,Liveuamap,"The Turkish army and the rebel factions, likely Olive Branch, managed to control Basufan village in the northern countryside of Aleppo after clashes with YPG. Neither injuries nor fatalities were reported.",0,1571164572
175,6076975,2018-03-13,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Ghazawiyah,36.3768,36.8417,Liveuamap,"The Turkish army and the rebel factions of the Free Syrian Army, liekly Olive Branch, controlled Ghazawiyah village in the northern countryside of Aleppo after clashes with the YPG. No fatalities were reported.",0,1571164571
176,6076131,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Qarah Basha,36.4728,36.7611,Liveuamap,The fighters of the Olive Branch Operation controlled Qarah Basha and Fakira villages in the northern countryside of Aleppo after clashes with YPG. No fatalities reported.,0,1571164570
177,6076250,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Darmashkanli,36.5279,36.6556,Liveuamap,The fighters of the Olive Branch operation controlled Darmashkanli village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164570
178,6079876,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Kalanli,36.5506,36.6426,Liveuamap,The fighters of the Olive Branch operation controlled Kalanli village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164582
179,6082598,2018-03-13,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Maghar Jeq,36.5345,36.6587,Liveuamap,The fighters of the Olive Branch operation controlled Maghar Jeq village in the northern countryside of Aleppo after clashes with the YPG. Neither injuries nor fatalities were reported.,0,1571164585
180,6040635,2018-03-13,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Airwars; SOHR,"The Turkish army supported by the rebel and Islamic factions, likely Olive Branch factions, clashed with the YPG in the area between Afrin and Jinderes in which the clashes were accompanied by Turkish airstrikes on the areas of clashes. One source reported that the Turkish warplanes carried out airstrikes on the road between Jindires and Afrin in Aleppo, killing 2 civilians.",2,1571164392
181,6075397,2018-03-12,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap,"Heavy clashes took place between Turkish and YPG forces around Derwes and Qizilbasha villages in the Bulbul sub-district of northern Afrin, Aleppo. 1 YPG fighter was killed near Qizilbasha.",1,1571164569
182,6074575,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Ras al Ahmar,36.6853,36.8726,Liveuamap,"JSH Olive Branch forces took control of Ras al-Ahmar village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",0,1571164567
183,6077536,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Kobla,36.4777,36.9323,Liveuamap,"JSH Olive Branch forces took full control of Kobla village and watch tower in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",0,1571164571
184,6074774,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Bilan Koy,36.6806,36.8682,Liveuamap,"JSH Olive Branch forces took control of Bilan Koy village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",0,1571164568
185,6074936,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Sharan,Al Qarah,36.6746,36.9017,Liveuamap,"JSH Olive Branch forces established control of Qarqin village in northern Afrin, Aleppo, after clashes with YPG fighters. No fatalities reported.",0,1571164568
186,6075736,2018-03-12,Battles,Armed clash,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Qotan,36.7106,36.8002,Liveuamap,"JSH Olive Branch forces took control of parts of Qotan village in northern Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",0,1571164569
187,6075152,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,Eastern Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Zindi Kiyan,36.4187,36.6947,Liveuamap,"Eastern Army Olive Branch forces solidified full control over Zindi Kiyan village in southwest Afrin, Aleppo, likely following clashes with YPG fighters. No fatalities reported.",0,1571164568
188,6075271,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Iskan,36.3536,36.8067,Liveuamap,"JSH Olive Branch forces took control of Iskan village in southwest Afrin, Aleppo, following clashes with YPG fighters. No fatalities reported.",0,1571164568
189,6078628,2018-03-12,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Qotan,36.7106,36.8002,Liveuamap,"Heavy clashes took place between Turkish and YPG forces in the vicinity of Qotan village in northern Afrin, Aleppo. No fatalities reported.",0,1571164580
190,6076712,2018-03-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Jalamah,36.3574,36.7704,Liveuamap,"Olive Branch forces took control of Jalamah village in southwest Afrin, Aleppo, likely following clashes with YPG fighters. No fatalities reported.",0,1571164570
191,6076953,2018-03-12,Battles,Armed clash,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Jebel Saman,Daret Azza,Deir Samaan,36.3242,36.8369,Liveuamap,Olive Branch forces reached Deir Samaan village in northern Aleppo following clashes with YPG fighters in nearby areas. No fatalities reported.,0,1571164571
192,5857771,2018-03-12,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Ma'btali,Ma'btali,36.5633,36.7368,SOHR,"Clashes and exchange of shelling took place between Turkish and Olive Branch rebel and Islamist factions against YPG and HXP fighters in the areas of Ma'btali sub-district of northern Aleppo, where Turkish and allied forces advanced. No fatalities reported.",0,1567462267
193,5859566,2018-03-12,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"Clashes and exchange of shelling took place between Turkish and Olive Branch rebel and Islamist factions against YPG and HXP fighters in the west and north of Jandairis sub-district of northern Aleppo, where Turkish and allied forces advanced. No fatalities reported.",0,1567462269
194,6079108,2018-03-12,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,Military Forces of Turkey (2016-),,Aleppo,Afrin,Afrin,Qibar,36.5253,36.9113,Liveuamap,A YPG ATGM targeted a Turkish military vehicle in Jalbir village near Qibar on the outskirts of Afrin city. No fatalities reported.,0,1571164581
195,6076946,2018-03-12,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,YPG/QSD forces claimed to have killed 126 Turkish soldiers and Olive Branch faction fighters in the Afrin area over a 24-hour period.,126,1571164571
196,6075103,2018-03-11,Battles,Armed clash,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Zindi Kiyan,36.4187,36.6947,Liveuamap,"JSH Olive Branch fighters took partial control of Zindi Kiyan village in southwest Afrin, Aleppo, from YPG fighters following clashes. No fatalities reported.",0,1571164568
197,6075139,2018-03-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Kumush Burj,36.4290,36.7124,Liveuamap,"JSH Olive Branch fighters took control of Kumush Burj village in southwest Afrin, Aleppo, from YPG fighters following clashes. No fatalities reported.",0,1571164568
198,6074751,2018-03-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Qilah,36.3351,36.7486,Liveuamap,"JSH Olive Branch fighters took control of Qilah village in southwest Afrin, Aleppo, from YPG fighters following clashes. No fatalities reported.",0,1571164568
199,6074838,2018-03-11,Battles,Armed clash,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Bassilhaya,36.4603,36.9539,Liveuamap,"JSH fighters, likely affiliated with Olive Branch, took control over parts of Bassilhaya village from YPG fighters as Turkish forces shelled the village. No fatalities reported.",0,1571164568
200,6075216,2018-03-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Kawkabah,36.4517,36.8368,Liveuamap,Olive Branch forces advanced against YPG fighters to control Kawkabah village near Afrin city. No fatalities reported.,0,1571164568
201,6074720,2018-03-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Tallaf Airbase,36.4509,36.7942,Liveuamap,Olive Branch forces advanced against YPG fighters to control Tallaf Airbase near Afrin city. No fatalities reported.,0,1571164568
