,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,actor2,assoc_actor_2,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities,timestamp
382,6076006,2018-02-18,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JWS: Syrian National Army; Hamza Division - Aleppo,YPG: Peoples Protection Units,YPJ: Women's Protection Units,Aleppo,Afrin,Raju,Darwish Ubasi,36.6357,36.6691,Liveuamap,"Heavy clashes took place between Turkish forces and FSA Olive Branch factions, including National Army and Hamza Brigade fighters, and YPG and YPJ fighters in Darwish Ubasi town in northern Afrin, where Olive Branch forces established control. A YPJ fighter was captured along with a weapons stash including 1 Fagot and 1 Konkurs ATGM. No fatalities reported.",0,1571164569
383,5864707,2018-02-18,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,SOHR,"Clashes and exchange of shelling took place between Turkish forces and Rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in the Bulbul sub-district. Clashes in Bulbul, Raju and Jandairis areas resulted in the death of at least 10 Turkish and Olive Branch fighters and additional Kurdish fatalities, coded as another 10. 20 fatalities split between 3 locations, with Bulbul and Raju each allocated 7 and Jandairis allocated 6.",7,1567462276
384,6039104,2018-02-18,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR; Liveuamap,"Turkish forces shelled areas in Jandairis sub-district of Afrin as clashes took place between Turkish forces and Rebel and Islamist Olive Branch factions against YPG and Self-Defense Forces fighters in the area. Clashes in Bulbul, Raju and Jandairis areas resulted in the death of at least 10 Turkish and Olive Branch fighters and additional Kurdish fatalities, coded as another 10. 20 fatalities split between 3 locations, with Bulbul and Raju each allocated 7 and Jandairis allocated 6.",6,1571164390
385,6078834,2018-02-17,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Hajj Bilal,36.5662,36.6323,Liveuamap,"Turkish warplanes targeted and destroyed a YPG ammunition depot in Afrin, likely in the vicinity of Hajj Bilal village. No fatalities reported.",0,1571164580
386,5863923,2018-02-17,Battles,Armed clash,Operation Olive Branch,,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,SOHR,"Violent clashes took place between Olive Branch factions and YPG and Self-Defense forces in the countryside of Raju in northwest Afrin, Aleppo. No fatalities reported.",0,1567462275
387,6078744,2018-02-16,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Mazina- Aranda,36.5307,36.6246,Liveuamap,"Clashes took place, likely between Turkish and Olive Branch forces and YPG fighters, in Aranda village in western Afrin. 6 people were hospitalized in the village after inhaling toxic substances in the midst of the clashes. No fatalities reported.",0,1571164580
388,6082344,2018-02-16,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Hassan Kalkawi,36.6315,36.6313,Liveuamap,"Turkish forces and FSA Olive Branch factions took control over Hassan Kalkawi village in northwest Afrin, likely following clashes with YPG fighters. No fatalities reported.",0,1571164585
389,6080199,2018-02-16,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,Liveuamap,"Turkish forces and FSA Olive Branch factions took control over Jalmah village in the Raju district of northwest Afrin, likely following clashes with YPG fighters. No fatalities reported.",0,1571164582
390,5864183,2018-02-16,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch,YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Mahmoudiyah,36.3479,36.6789,SOHR,"Clashes and exchange of shelling took place between Turkish and Olive Branch forces against YPG and Self-Defense Forces fighters in Mahmoudiyah village in western Afrin. 4 Olive Branch fighters were killed, in addition to an unknown number of Kurdish fatalities, with total fatalities coded as 10. The bodies of 2 of the killed Olive Branch forces were taken by Kurdish fighters.",10,1567462275
391,6076086,2018-02-15,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army; Ahrar al Sharqiyah,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Shadyanli,36.6257,36.6060,Liveuamap,"Turkish forces and allied FSA Olive Branch forces, including Ahrar al Sharqiyah, took control of Shadyali village in northern Afrin following clashes with YPG fighters. No fatalities reported.",0,1571164570
392,6077169,2018-02-15,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Sheikh al-Hadid,36.5016,36.5992,Liveuamap,"Olive Branch fighters reportedly took control over and connected the road between Sheikh al-Hadid and Raju towns in northern Afrin, likely after clashes with YPG fighters. No fatalities reported.",0,1571164571
393,6080070,2018-02-15,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,Liveuamap,"Olive Branch forces took control of a large YPG tunnel system near Raju town in northern Afrin, likely following clashes between the 2 groups. No fatalities reported.",0,1571164582
394,6080430,2018-02-15,Battles,Non-state actor overtakes territory,Operation Olive Branch,Ahrar al Sharqiyah,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Kum Rese,36.6276,36.6239,Liveuamap,"Olive Branch forces, including Ahrar al Sharqiyah, took control of Kum Rese village in northern Afrin following clashes with YPG fighters. No fatalities reported.",0,1571164582
395,6082383,2018-02-15,Battles,Non-state actor overtakes territory,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Kharab Suluq,36.7402,36.6526,Liveuamap,Olive Branch FSA fighters reportedly took control over Kharab Suluq town in northern Afrin after clashes with YPG fighters. No fatalities reported.,0,1571164585
396,6080802,2018-02-15,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army; Ahrar al Sharqiyah,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Karri,36.6373,36.6164,Liveuamap,"Turkish forces and allied FSA Olive Branch forces, including Ahrar al Sharqiyah, took control of Karri village in northern Afrin following clashes with YPG fighters. No fatalities reported.",0,1571164583
397,6079710,2018-02-15,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Karri,36.6373,36.6164,Liveuamap,"Turkish forces and allied FSA Olive Branch forces took control of Kavala Mount, north of Karri village in northern Afrin, following clashes with YPG fighters. No fatalities reported.",0,1571164582
398,6081288,2018-02-15,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Juqali Al-Tahtaniyah,36.5533,36.6006,Liveuamap,Olive Branch forces took control of Juqali al-Tahtani village in northern Afrin following clashes with YPG fighters. No fatalities reported.,0,1571164583
399,6078986,2018-02-15,Battles,Non-state actor overtakes territory,Operation Olive Branch,,YPG: Peoples Protection Units,,Aleppo,Afrin,Sharan,Durakli,36.7065,36.9101,Liveuamap,"Olive Branch fighters took control of Durkali village in northern Afrin, likely following clashes with YPG fighters. No fatalities reported.",0,1571164581
400,6078301,2018-02-15,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,Military Forces of Turkey (2016-),Operation Olive Branch,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,"YPG forces struck a Turkish or Olive Branch vehicle with an ATGM, likely somewhere in the Afrin district of northern Aleppo. No fatalities reported.",0,1571164574
401,6078312,2018-02-15,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; JSH: Free Syrian Army; Jaysh al Nasr,YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Upper Diwan,36.3424,36.6998,Liveuamap,"Heavy clashes took place between Turkish forces and FSA Olive Branch factions, including Jaysh al Nasr, against YPG fighters in Upper Diwan village in northwest Afrin, Aleppo. Jaysh al Nasr utilized at least 1 Panthera F9 during clashes. No fatalities reported.",0,1571164574
402,6081390,2018-02-15,Battles,Armed clash,Operation Olive Branch,JSH: Free Syrian Army,YPG: Peoples Protection Units,,Aleppo,Afrin,Sheikh El-Hadid,Sheikh al-Hadid,36.5016,36.5992,Liveuamap,"FSA Olive Branch forces reportedly seized a Konkurs ATGM from YPG fighters during clashes in the Afrin district of northern Aleppo, likely in the Sheikh al-Hadid area.",0,1571164584
403,6039058,2018-02-15,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,HXP: Self-Defense Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR; Airwars; Liveuamap,Violent clashes took place between Turkish forces and rebel and Islamist factions of Operation Olive Branch against YPG and Self-Defense Forces fighter in the area between Jandairis and Raju sub-districts. Clashes were accompanied by exchange of shelling and targeting which caused the damage and destruction of Olive Branch vehicles in the area. It was reported that the Turkish airstrikes on the town injured two civilians. Also casualties were reported on both sides with fatalities assumed due to the level of violence. Unknown number of fatalities coded to 10.,10,1571164390
404,6074920,2018-02-14,Battles,Non-state actor overtakes territory,YPG: Peoples Protection Units,,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Raju,Qude,36.6186,36.6422,Liveuamap,"YPG forces recaptured the village of Qude from Operation Olive Branch fighters, although conflicting reports claimed the opposite. No injuries or fatalities were reported.",0,1571164568
405,5860972,2018-02-14,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,QSD: Syrian Democratic Forces,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,SOHR,"Turkish-led Operation Olive Branch forces clashed with YPG/QSD fighters across Raju township amid intense Turkish artillery and missile shelling with casualties confirmed on both sides. Based on source information, an average of YPG/QSD and Operation Olive Branch 15 fighters a day die in clashes. As such, coded 8 fatalities to this event and 7 to the clashes in Jandairis township.",8,1567462271
406,6039042,2018-02-14,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,QSD: Syrian Democratic Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,Liveuamap; SOHR,"Turkish-led Operation Olive Branch forces clashed with YPG/QSD fighters across Jandairis township amid intense Turkish artillery and missile shelling. Based on source information, an average of YPG/QSD and Operation Olive Branch 15 fighters a day die in clashes. As such, coded 7 fatalities to this event and 8 to the clashes in Raju township",7,1571164390
407,6078622,2018-02-14,Battles,Armed clash,YPG: Peoples Protection Units,,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,YPG media announced the death of six of its fighters who were lost in the defense of Afrin against Operation Olive Branch forces the previous few days.,6,1571164580
408,6039028,2018-02-13,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,QSD: Syrian Democratic Forces,Aleppo,Afrin,Sharan,Sarnjak,36.7258,36.9113,Airwars; Liveuamap; SOHR,"Turkish-led Operation Olive Branch forces clashed violently with YPG/QSD fighters in and around the towns of Bulbul, Sheikh Khoraz, Sarnjak, and areas in Jandairis township amid intensive mutual targeting and bombardments by Turkish warplanes which injured 2 civilians in Sarnjak. Based on source estimates, an average of 15 fighters have been killed each day since the latest phase of fighting that began January 31st. Fatalities spread across the 4 events with 4 fatalities at Bulbul, Sheikh Khoraz and Ser/Sarnjak and 3 at Jandairis township.",4,1571164390
409,6077038,2018-02-13,Battles,Non-state actor overtakes territory,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Aghjah Li,36.3757,36.6633,Liveuamap,Turkish-led Operation Olive Branch forces captured the village of Akcele/Aghjah Li from YPG fighters employing at least one Turkish Leopard A24 tank. No injuries or fatalities were reported.,0,1571164571
410,6076685,2018-02-13,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Upper Diwan,36.3424,36.6998,Liveuamap,Turkish-led Operation Olive Branch forces clashed with YPG/QSD fighters near the village of Upper Diwan. No injuries or fatalities were reported.,0,1571164570
411,5868151,2018-02-13,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,QSD: Syrian Democratic Forces,Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"Turkish-led Operation Olive Branch forces clashed violently with YPG/QSD fighters in and around the towns of Bulbul, Sheikh Khoraz, Ser/Sarnjak, and areas in Jandairis township amid intensive mutual targeting and bombardments by Turkish warplanes. Based on source estimates, an average of 15 fighters have been killed each day since the latest phase of fighting that began January 31st. Fatalities spread across the four events with four fatalities at Bulbul, Sheikh Khoraz and Ser/Sarnjak and three at Jandairis township.",3,1567462280
412,6039020,2018-02-13,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,QSD: Syrian Democratic Forces,Aleppo,Afrin,Bulbul,Bulbul,36.7697,36.8193,Liveuamap; SOHR,"Turkish-led Operation Olive Branch forces clashed violently with YPG/QSD fighters in and around the towns of Bulbul, Sheikh Khoraz, Ser/Sarnjak, and areas in Jandairis township amid intensive mutual targeting and bombardments by Turkish warplanes. QSD forces destroyed a Turkish tank in the course of the clash. Based on source estimates, an average of 15 fighters have been killed each day since the latest phase of fighting that began January 31st. Fatalities spread across the four events with four fatalities at Bulbul, Sheikh Khoraz and Ser/Sarnjak and three at Jandairis township.",4,1571164390
413,6039029,2018-02-13,Battles,Armed clash,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,QSD: Syrian Democratic Forces,Aleppo,Afrin,Bulbul,Sheikh Khoraz,36.7335,36.8891,Liveuamap; SOHR,"Turkish-led Operation Olive Branch forces clashed violently with YPG/QSD fighters in and around the towns of Bulbul, Sheikh Khoraz, Ser/Sarnjak, and areas in Jandairis township amid intensive mutual targeting and bombardments by Turkish warplanes. Reports conflicted as to whether YPG or Operation Olive Branch forces had aptured Ser/Sarnjak. Based on source estimates, an average of 15 fighters have been killed each day since the latest phase of fighting that began January 31st. Fatalities spread across the four events with four fatalities at Bulbul, Sheikh Khoraz and Ser/Sarnjak and three at Jandairis township.",4,1571164390
414,5863192,2018-02-12,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Qushla,36.3675,36.6067,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Hamam village in the northern countryside of Aleppo, in which the clashes were accompanied by air strikes by the Turkish warplanes and helicopters, neither injuries nor fatalities reported.",0,1567462274
415,5861356,2018-02-12,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Aakijleh village in Jandairis area in the northern countryside of Aleppo, in which the clashes were accompanied by air strikes by the Turkish warplanes and helicopters, neither injuries nor fatalities reported.",0,1567462271
416,5865077,2018-02-12,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in the northern and north eastern countryside of Afrin in Aleppo northern countryside, neither injuries nor fatalities reported.",0,1567462276
417,5861386,2018-02-12,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Bafillur,36.3988,36.6663,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Bafillur village in the northern countryside of Aleppo, in which the clashes were accompanied by air strikes by the Turkish warplanes and helicopters, neither injuries nor fatalities reported.",0,1567462272
418,6079855,2018-02-12,Battles,Non-state actor overtakes territory,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria); Military Forces of Turkey (2016-),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Mahmoudiyah,36.3479,36.6789,Liveuamap,The rebel factions of the Olive Branch operation supported by the Turkish army managed to control Mahmudiyah village in the northern countryside of Aleppo after clashes with YPG.,0,1571164582
419,5858726,2018-02-12,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Western Eshkab,36.3992,36.6347,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Western Eshkab village in the northern countryside of Aleppo, in which the clashes were accompanied by air strikes by the Turkish warplanes and helicopters, neither injuries nor fatalities reported.",0,1567462268
420,6076245,2018-02-12,Battles,Armed clash,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Upper Diwan,36.3424,36.6998,Liveuamap,"The rebel factions of the Olive Branch operation clashed with YPG in Upper Diwan village in Aleppo northern countryside, neither injuries nor fatalities reported.",0,1571164570
421,5866929,2018-02-12,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Deir Ballut,36.3397,36.6649,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Deir Ballut village in the northern countryside of Aleppo, in which the clashes were accompanied by air strikes by the Turkish warplanes and helicopters, neither injuries nor fatalities reported.",0,1567462278
422,5867703,2018-02-11,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Qushla,36.3675,36.6067,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Hamam village in the northern countryside of Aleppo, amid shelling by the Turkish army on the village, neither injuries nor fatalities reported.",0,1567462279
423,5867808,2018-02-11,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Deir Ballut,36.3397,36.6649,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Deir Ballut village in the northern countryside of Aleppo, neither injuries nor fatalities reported.",0,1567462279
424,5865625,2018-02-11,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Raju,Qude,36.6186,36.6422,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Qude village in the northern countryside of Aleppo, neither injuries nor fatalities reported.",0,1567462277
425,6038990,2018-02-11,Battles,Non-state actor overtakes territory,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Operation Olive Branch; Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Hajj Iskandar,36.3767,36.6390,Liveuamap; SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic Olive Branch factions in Hajj Iskandar village in the northern countryside of Aleppo, amid shelling by the Turkish army on the village. Olive branch forces took control of teh village. Neither injuries nor fatalities reported.",0,1571164390
426,6081643,2018-02-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Raju,36.6770,36.6645,Liveuamap,The rebel and Islamic factions of the Olive Branch operation controlled Saranjik village near Raju town in the northern countryside of Aleppo after clashes with YPG.,0,1571164584
427,6081766,2018-02-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria),YPG: Peoples Protection Units,,Aleppo,Afrin,Jandairis,Taladil,36.3819,36.6253,Liveuamap,The rebel and Islamic factions of the Olive Branch operation controlled Taladil village in the northern countryside of Aleppo after clashes with YPG.,0,1571164584
428,5856299,2018-02-11,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Bulbul,Sheikh Khoraz,36.7335,36.8891,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Sheikh Khoraz village in the northern countryside of Aleppo, neither injuries nor fatalities reported.",0,1567462265
429,5856301,2018-02-11,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in the north eastern countryside of Afrin in the northern countryside of Aleppo, in conjunction with air strikes by the Turkish warplanes on the areas of clashes, neither injuries nor fatalities reported.",0,1567462265
430,6038983,2018-02-11,Battles,Non-state actor overtakes territory,Operation Olive Branch,Opposition Rebels (Syria); Islamist Militia (Syria); Military Forces of Turkey (2016-),YPG: Peoples Protection Units,,Aleppo,Afrin,Sharan,Arab Wiran,36.6776,36.9946,Liveuamap; SOHR; SNHR,"The factions of the Olive Branch operation controlled Arab Wiran village in the northern countryside of Aleppo after clashes with YPG, in which the clashes were accompanied by airstrikes by the Turkish jets and Turkish shelling on the village. It was reported that 1 civilian was killed by the Turkish fixed-wing aircraft bombing.",1,1571164390
431,6038962,2018-02-10,Battles,Non-state actor overtakes territory,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Deir Ballut,36.3397,36.6649,Liveuamap; SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic Olive bRanch factions in Qude, Hamam, Deir Ballut, Sheikh Khoraz in Afrin district in the northern countryside of Aleppo in conjunction with a Turkish shelling on the areas of clashes. Olive Branch forces took conttol of Deir Ballut. Casualties from both sides were reported including 2 pilots who were on the Turkish helicopter which was shot down in Qude. Unknown number of fatalities coded as 10. Distributed fatalities over the activities in Qude, Hamam, Deir Ballut, Sheikh Khoraz",2,1571164390
432,5864959,2018-02-10,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Qushla,36.3675,36.6067,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Qude, Hamam, Deir Ballut, Sheikh Khoraz in Afrin district in the northern countryside of Aleppo in conjunction with a Turkish shelling on the areas of clashes, casualties from both sides were reported including 2 pilots who were on the Turkish helicopter which was shot down in Qude. Unknown number of fatalities coded as 10. Distributed fatalities over the activities in Qude, Hamam, Deir Ballut, Sheikh Khoraz",2,1567462276
433,6077533,2018-02-10,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Raju,Masikan,36.6906,36.6558,Liveuamap,"The Turkish army clashed with YPG in Qude village near Masikan village in Afrin district in Aleppo northern countryside, no casualties were reported.",0,1571164571
434,5857406,2018-02-10,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Raju,Qude,36.6186,36.6422,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Qude, Hamam, Deir Ballut, Sheikh Khoraz in Afrin district in the northern countryside of Aleppo in conjunction with a Turkish shelling on the areas of clashes, casualties from both sides were reported including 2 pilots who were on the Turkish helicopter which was shot down in Qude. Unknown number of fatalities coded as 10. Distributed fatalities over the activities in Qude, Hamam, Deir Ballut, Sheikh Khoraz",4,1567462266
435,6076452,2018-02-10,Battles,Armed clash,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Bulbul,Sheikh Khoraz,36.7335,36.8891,Liveuamap,"The Turkish army clashed with YPG around Sheikh Khoraz village in Afrin district in Aleppo northern countryside, likely in the Sheik al-Hadid area. No casualties were reported.",0,1571164570
436,5861876,2018-02-10,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Bulbul,Sheikh Khoraz,36.7335,36.8891,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Qude, Hamam, Deir Ballut, Sheikh Khoraz in Afrin district in the northern countryside of Aleppo in conjunction with a Turkish shelling on the areas of clashes, casualties from both sides were reported including 2 pilots who were on the Turkish helicopter which was shot down in Qude. Unknown number of fatalities coded as 10. Distributed fatalities over the activities in Qude, Hamam, Deir Ballut, Sheikh Khoraz",2,1567462272
437,6080690,2018-02-09,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,Afrin,Afrin,Afrin,36.5111,36.8655,Liveuamap,"Turkish jet targeted YPG position in Afrin, no casualties were reported.",0,1571164583
438,5859553,2018-02-09,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Jandairis,Jandairis,36.3925,36.6896,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Jandairis area in Afrin district in the northern countryside of Aleppo in conjunction with a Turkish shelling on the areas of clashes, no casualties were reported.",0,1567462269
439,5853440,2018-02-09,Battles,Armed clash,YPG: Peoples Protection Units,HXP: Self-defense Forces,Military Forces of Turkey (2016-),Opposition Rebels (Syria); Islamist Militia (Syria),Aleppo,Afrin,Bulbul,Sheikh Khoraz,36.7335,36.8891,SOHR,"YPG and HXP fighters clashed against the Turkish army and the rebel and Islamic factions in Sheikh Khoraz in Afrin district in the northern countryside of Aleppo in conjunction with a Turkish shelling on the areas of clashes, no casualties were reported.",0,1567462261
440,6081003,2018-02-08,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,YPG: Peoples Protection Units,,Aleppo,A'zaz,A'zaz,Menagh - Military Airport,36.5220,37.0383,Liveuamap,Turkish warplanes struck YPG positions near Menagh airport with no injuries or fatalities reported.,0,1571164583
